0 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
500 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
1000 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
1500 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
2000 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
2500 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
3000 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
3500 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
4000 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
4500 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
5000 15 7 5 5 5 4 3 4 5 8 7 3 6 6 5 7 
