TimeStep Time Epsilon_xx Epsilon_yy Epsilon_zz Epsilon_yz Epsilon_xz Epsilon_xy Sigma_xx Sigma_yy Sigma_zz Sigma_yz Sigma_xz Sigma_xy Mises Pressure Norm
2700 2.7 0.027 -0.0118218 -0.0134747 -0.00434046 0.000340534 0.00290699 3.72725e+08 1256.08 3478.8 351.235 -702.91 -204.29 3.72722e+08 -1.24243e+08 3.72725e+08
2710 2.71 0.0271 -0.0118652 -0.013523 -0.00435369 0.000340542 0.00291709 3.73108e+08 1261.28 3484.16 351.752 -702.224 -203.63 3.73105e+08 -1.24371e+08 3.73108e+08
2720 2.72 0.0272 -0.0119086 -0.0135713 -0.00436691 0.000340544 0.00292719 3.73491e+08 1266.5 3489.54 352.272 -701.537 -202.971 3.73488e+08 -1.24498e+08 3.73491e+08
2730 2.73 0.0273 -0.0119519 -0.0136196 -0.00438011 0.000340539 0.00293728 3.73873e+08 1271.74 3494.95 352.795 -700.851 -202.312 3.73871e+08 -1.24626e+08 3.73873e+08
2740 2.74 0.0274 -0.0119953 -0.0136679 -0.0043933 0.000340528 0.00294737 3.74255e+08 1277.01 3500.38 353.322 -700.165 -201.653 3.74252e+08 -1.24753e+08 3.74255e+08
2750 2.75 0.0275 -0.0120387 -0.0137161 -0.00440648 0.00034051 0.00295746 3.74636e+08 1282.3 3505.84 353.852 -699.479 -200.995 3.74634e+08 -1.2488e+08 3.74636e+08
2760 2.76 0.0276 -0.012082 -0.0137644 -0.00441964 0.000340486 0.00296754 3.75017e+08 1287.62 3511.32 354.385 -698.794 -200.337 3.75015e+08 -1.25007e+08 3.75017e+08
2770 2.77 0.0277 -0.0121253 -0.0138126 -0.00443278 0.000340455 0.00297762 3.75398e+08 1292.95 3516.82 354.921 -698.108 -199.68 3.75396e+08 -1.25134e+08 3.75398e+08
2780 2.78 0.0278 -0.0121686 -0.0138608 -0.00444592 0.000340418 0.00298769 3.75778e+08 1298.31 3522.35 355.461 -697.423 -199.023 3.75776e+08 -1.25261e+08 3.75778e+08
2790 2.79 0.0279 -0.0122119 -0.0139091 -0.00445904 0.000340374 0.00299777 3.76158e+08 1303.7 3527.89 356.005 -696.739 -198.367 3.76156e+08 -1.25388e+08 3.76158e+08
2800 2.8 0.028 -0.0122552 -0.0139573 -0.00447214 0.000340324 0.00300783 3.76537e+08 1309.1 3533.47 356.551 -696.054 -197.711 3.76535e+08 -1.25514e+08 3.76537e+08
2810 2.81 0.0281 -0.0122985 -0.0140055 -0.00448523 0.000340268 0.0030179 3.76916e+08 1314.53 3539.06 357.101 -695.37 -197.055 3.76914e+08 -1.2564e+08 3.76916e+08
2820 2.82 0.0282 -0.0123417 -0.0140536 -0.00449831 0.000340205 0.00302796 3.77295e+08 1319.99 3544.68 357.654 -694.685 -196.4 3.77292e+08 -1.25767e+08 3.77295e+08
2830 2.83 0.0283 -0.0123849 -0.0141018 -0.00451137 0.000340136 0.00303802 3.77673e+08 1325.46 3550.33 358.211 -694.001 -195.745 3.77671e+08 -1.25893e+08 3.77673e+08
2840 2.84 0.0284 -0.0124282 -0.01415 -0.00452442 0.000340061 0.00304808 3.78051e+08 1330.96 3555.99 358.771 -693.318 -195.09 3.78048e+08 -1.26019e+08 3.78051e+08
2850 2.85 0.0285 -0.0124714 -0.0141981 -0.00453746 0.000339979 0.00305813 3.78428e+08 1336.48 3561.68 359.334 -692.634 -194.436 3.78426e+08 -1.26144e+08 3.78428e+08
2860 2.86 0.0286 -0.0125146 -0.0142462 -0.00455048 0.000339892 0.00306818 3.78805e+08 1342.03 3567.39 359.9 -691.951 -193.782 3.78803e+08 -1.2627e+08 3.78805e+08
2870 2.87 0.0287 -0.0125578 -0.0142944 -0.00456349 0.000339798 0.00307823 3.79182e+08 1347.6 3573.13 360.469 -691.268 -193.129 3.79179e+08 -1.26395e+08 3.79182e+08
2880 2.88 0.0288 -0.0126009 -0.0143425 -0.00457649 0.000339698 0.00308827 3.79558e+08 1353.19 3578.89 361.042 -690.585 -192.476 3.79555e+08 -1.26521e+08 3.79558e+08
2890 2.89 0.0289 -0.0126441 -0.0143906 -0.00458947 0.000339592 0.00309831 3.79933e+08 1358.8 3584.67 361.618 -689.902 -191.823 3.79931e+08 -1.26646e+08 3.79933e+08
2900 2.9 0.029 -0.0126872 -0.0144387 -0.00460244 0.000339479 0.00310835 3.80309e+08 1364.44 3590.47 362.197 -689.219 -191.17 3.80306e+08 -1.26771e+08 3.80309e+08
2910 2.91 0.0291 -0.0127303 -0.0144867 -0.0046154 0.000339361 0.00311839 3.80683e+08 1370.1 3596.3 362.779 -688.537 -190.518 3.80681e+08 -1.26896e+08 3.80683e+08
2920 2.92 0.0292 -0.0127735 -0.0145348 -0.00462834 0.000339237 0.00312842 3.81058e+08 1375.78 3602.15 363.365 -687.854 -189.866 3.81055e+08 -1.27021e+08 3.81058e+08
2930 2.93 0.0293 -0.0128165 -0.0145829 -0.00464128 0.000339107 0.00313845 3.81432e+08 1381.48 3608.02 363.954 -687.172 -189.215 3.81429e+08 -1.27146e+08 3.81432e+08
2940 2.94 0.0294 -0.0128596 -0.0146309 -0.00465419 0.000338971 0.00314847 3.81806e+08 1387.21 3613.92 364.546 -686.49 -188.564 3.81803e+08 -1.2727e+08 3.81806e+08
2950 2.95 0.0295 -0.0129027 -0.0146789 -0.0046671 0.000338829 0.0031585 3.82179e+08 1392.96 3619.84 365.141 -685.809 -187.913 3.82176e+08 -1.27395e+08 3.82179e+08
2960 2.96 0.0296 -0.0129458 -0.0147269 -0.00467999 0.000338681 0.00316852 3.82552e+08 1398.74 3625.78 365.739 -685.127 -187.263 3.82549e+08 -1.27519e+08 3.82552e+08
2970 2.97 0.0297 -0.0129888 -0.0147749 -0.00469287 0.000338527 0.00317853 3.82924e+08 1404.53 3631.75 366.34 -684.445 -186.612 3.82922e+08 -1.27643e+08 3.82924e+08
2980 2.98 0.0298 -0.0130318 -0.0148229 -0.00470574 0.000338368 0.00318855 3.83296e+08 1410.35 3637.74 366.945 -683.764 -185.963 3.83294e+08 -1.27767e+08 3.83296e+08
2990 2.99 0.0299 -0.0130749 -0.0148709 -0.00471859 0.000338203 0.00319856 3.83668e+08 1416.19 3643.75 367.553 -683.083 -185.313 3.83665e+08 -1.27891e+08 3.83668e+08
3000 3 0.03 -0.0131179 -0.0149189 -0.00473143 0.000338032 0.00320857 3.84039e+08 1422.06 3649.78 368.163 -682.402 -184.664 3.84037e+08 -1.28015e+08 3.84039e+08
3010 3.01 0.0301 -0.0131608 -0.0149669 -0.00474426 0.000337855 0.00321858 3.8441e+08 1427.94 3655.84 368.777 -681.721 -184.015 3.84407e+08 -1.28138e+08 3.8441e+08
3020 3.02 0.0302 -0.0132038 -0.0150148 -0.00475708 0.000337672 0.00322858 3.8478e+08 1433.85 3661.92 369.394 -681.04 -183.366 3.84778e+08 -1.28262e+08 3.8478e+08
3030 3.03 0.0303 -0.0132468 -0.0150627 -0.00476989 0.000337484 0.00323858 3.8515e+08 1439.79 3668.02 370.014 -680.36 -182.718 3.85148e+08 -1.28385e+08 3.8515e+08
3040 3.04 0.0304 -0.0132897 -0.0151107 -0.00478268 0.000337291 0.00324858 3.8552e+08 1445.74 3674.14 370.638 -679.679 -182.07 3.85517e+08 -1.28508e+08 3.8552e+08
3050 3.05 0.0305 -0.0133327 -0.0151586 -0.00479546 0.000337091 0.00325858 3.85889e+08 1451.72 3680.29 371.264 -678.999 -181.422 3.85887e+08 -1.28631e+08 3.85889e+08
3060 3.06 0.0306 -0.0133756 -0.0152065 -0.00480823 0.000336886 0.00326857 3.86258e+08 1457.72 3686.46 371.893 -678.319 -180.775 3.86256e+08 -1.28754e+08 3.86258e+08
3070 3.07 0.0307 -0.0134185 -0.0152544 -0.00482099 0.000336676 0.00327856 3.86627e+08 1463.74 3692.65 372.526 -677.638 -180.128 3.86624e+08 -1.28877e+08 3.86627e+08
3080 3.08 0.0308 -0.0134614 -0.0153023 -0.00483373 0.00033646 0.00328855 3.86995e+08 1469.79 3698.87 373.161 -676.958 -179.481 3.86992e+08 -1.29e+08 3.86995e+08
3090 3.09 0.0309 -0.0135042 -0.0153501 -0.00484646 0.000336239 0.00329854 3.87362e+08 1475.85 3705.11 373.8 -676.279 -178.834 3.8736e+08 -1.29122e+08 3.87362e+08
3100 3.1 0.031 -0.0135471 -0.015398 -0.00485918 0.000336012 0.00330852 3.8773e+08 1481.94 3711.37 374.442 -675.599 -178.188 3.87727e+08 -1.29245e+08 3.8773e+08
3110 3.11 0.0311 -0.01359 -0.0154458 -0.00487189 0.00033578 0.00331851 3.88096e+08 1488.05 3717.65 375.086 -674.919 -177.542 3.88094e+08 -1.29367e+08 3.88096e+08
3120 3.12 0.0312 -0.0136328 -0.0154937 -0.00488459 0.000335542 0.00332848 3.88463e+08 1494.19 3723.95 375.734 -674.24 -176.896 3.8846e+08 -1.29489e+08 3.88463e+08
3130 3.13 0.0313 -0.0136756 -0.0155415 -0.00489727 0.000335299 0.00333846 3.88829e+08 1500.35 3730.28 376.385 -673.56 -176.25 3.88826e+08 -1.29611e+08 3.88829e+08
3140 3.14 0.0314 -0.0137184 -0.0155893 -0.00490995 0.000335051 0.00334844 3.89195e+08 1506.53 3736.63 377.039 -672.881 -175.605 3.89192e+08 -1.29733e+08 3.89195e+08
3150 3.15 0.0315 -0.0137612 -0.0156371 -0.00492261 0.000334797 0.00335841 3.8956e+08 1512.73 3743 377.695 -672.202 -174.96 3.89557e+08 -1.29855e+08 3.8956e+08
3160 3.16 0.0316 -0.013804 -0.0156849 -0.00493526 0.000334538 0.00336838 3.89925e+08 1518.95 3749.4 378.355 -671.522 -174.315 3.89922e+08 -1.29977e+08 3.89925e+08
3170 3.17 0.0317 -0.0138468 -0.0157327 -0.0049479 0.000334274 0.00337835 3.90289e+08 1525.2 3755.81 379.018 -670.843 -173.671 3.90287e+08 -1.30098e+08 3.90289e+08
3180 3.18 0.0318 -0.0138895 -0.0157804 -0.00496053 0.000334005 0.00338831 3.90653e+08 1531.47 3762.25 379.684 -670.164 -173.026 3.90651e+08 -1.3022e+08 3.90653e+08
3190 3.19 0.0319 -0.0139322 -0.0158282 -0.00497315 0.00033373 0.00339828 3.91017e+08 1537.76 3768.71 380.352 -669.486 -172.382 3.91015e+08 -1.30341e+08 3.91017e+08
3200 3.2 0.032 -0.013975 -0.0158759 -0.00498575 0.00033345 0.00340824 3.91381e+08 1544.07 3775.2 381.024 -668.807 -171.738 3.91378e+08 -1.30462e+08 3.91381e+08
3210 3.21 0.0321 -0.0140177 -0.0159237 -0.00499835 0.000333166 0.0034182 3.91744e+08 1550.4 3781.7 381.699 -668.128 -171.095 3.91741e+08 -1.30583e+08 3.91744e+08
3220 3.22 0.0322 -0.0140604 -0.0159714 -0.00501093 0.000332876 0.00342815 3.92106e+08 1556.76 3788.23 382.377 -667.449 -170.451 3.92103e+08 -1.30704e+08 3.92106e+08
3230 3.23 0.0323 -0.0141031 -0.0160191 -0.0050235 0.000332581 0.00343811 3.92468e+08 1563.14 3794.78 383.057 -666.771 -169.808 3.92466e+08 -1.30825e+08 3.92468e+08
3240 3.24 0.0324 -0.0141457 -0.0160668 -0.00503606 0.000332281 0.00344806 3.9283e+08 1569.54 3801.35 383.741 -666.092 -169.165 3.92827e+08 -1.30945e+08 3.9283e+08
3250 3.25 0.0325 -0.0141884 -0.0161145 -0.00504861 0.000331976 0.00345801 3.93192e+08 1575.96 3807.95 384.427 -665.414 -168.523 3.93189e+08 -1.31066e+08 3.93192e+08
3260 3.26 0.0326 -0.014231 -0.0161621 -0.00506115 0.000331666 0.00346796 3.93553e+08 1582.41 3814.56 385.117 -664.736 -167.88 3.9355e+08 -1.31186e+08 3.93553e+08
3270 3.27 0.0327 -0.0142737 -0.0162098 -0.00507368 0.000331351 0.00347791 3.93913e+08 1588.88 3821.2 385.809 -664.057 -167.238 3.93911e+08 -1.31306e+08 3.93913e+08
3280 3.28 0.0328 -0.0143163 -0.0162575 -0.0050862 0.000331031 0.00348786 3.94274e+08 1595.37 3827.86 386.505 -663.379 -166.596 3.94271e+08 -1.31426e+08 3.94274e+08
3290 3.29 0.0329 -0.0143589 -0.0163051 -0.0050987 0.000330706 0.0034978 3.94633e+08 1601.88 3834.54 387.203 -662.701 -165.955 3.94631e+08 -1.31546e+08 3.94633e+08
3300 3.3 0.033 -0.0144015 -0.0163527 -0.0051112 0.000330377 0.00350774 3.94993e+08 1608.41 3841.25 387.904 -662.023 -165.313 3.9499e+08 -1.31666e+08 3.94993e+08
3310 3.31 0.0331 -0.014444 -0.0164003 -0.00512368 0.000330042 0.00351768 3.95352e+08 1614.97 3847.97 388.608 -661.345 -164.672 3.95349e+08 -1.31786e+08 3.95352e+08
3320 3.32 0.0332 -0.0144866 -0.0164479 -0.00513616 0.000329703 0.00352762 3.95711e+08 1621.54 3854.72 389.315 -660.667 -164.031 3.95708e+08 -1.31905e+08 3.95711e+08
3330 3.33 0.0333 -0.0145291 -0.0164955 -0.00514862 0.000329359 0.00353755 3.96069e+08 1628.14 3861.49 390.025 -659.989 -163.39 3.96066e+08 -1.32025e+08 3.96069e+08
3340 3.34 0.0334 -0.0145717 -0.0165431 -0.00516107 0.00032901 0.00354749 3.96427e+08 1634.76 3868.28 390.738 -659.311 -162.749 3.96424e+08 -1.32144e+08 3.96427e+08
3350 3.35 0.0335 -0.0146142 -0.0165907 -0.00517352 0.000328656 0.00355742 3.96785e+08 1641.41 3875.1 391.454 -658.633 -162.108 3.96782e+08 -1.32263e+08 3.96785e+08
3360 3.36 0.0336 -0.0146567 -0.0166383 -0.00518595 0.000328298 0.00356735 3.97142e+08 1648.07 3881.93 392.172 -657.955 -161.468 3.97139e+08 -1.32383e+08 3.97142e+08
3370 3.37 0.0337 -0.0146992 -0.0166858 -0.00519837 0.000327935 0.00357728 3.97499e+08 1654.76 3888.79 392.894 -657.278 -160.828 3.97496e+08 -1.32501e+08 3.97499e+08
3380 3.38 0.0338 -0.0147417 -0.0167334 -0.00521078 0.000327567 0.00358721 3.97855e+08 1661.47 3895.67 393.618 -656.6 -160.188 3.97853e+08 -1.3262e+08 3.97855e+08
3390 3.39 0.0339 -0.0147841 -0.0167809 -0.00522318 0.000327195 0.00359713 3.98211e+08 1668.2 3902.57 394.345 -655.922 -159.548 3.98209e+08 -1.32739e+08 3.98211e+08
3400 3.4 0.034 -0.0148266 -0.0168284 -0.00523557 0.000326818 0.00360706 3.98567e+08 1674.95 3909.49 395.075 -655.245 -158.909 3.98564e+08 -1.32858e+08 3.98567e+08
3410 3.41 0.0341 -0.014869 -0.0168759 -0.00524795 0.000326437 0.00361698 3.98922e+08 1681.72 3916.44 395.808 -654.567 -158.27 3.9892e+08 -1.32976e+08 3.98922e+08
3420 3.42 0.0342 -0.0149114 -0.0169234 -0.00526032 0.000326051 0.0036269 3.99277e+08 1688.52 3923.41 396.544 -653.89 -157.63 3.99275e+08 -1.33094e+08 3.99277e+08
3430 3.43 0.0343 -0.0149539 -0.0169709 -0.00527268 0.000325661 0.00363682 3.99632e+08 1695.33 3930.39 397.283 -653.212 -156.991 3.99629e+08 -1.33213e+08 3.99632e+08
3440 3.44 0.0344 -0.0149962 -0.0170184 -0.00528503 0.000325266 0.00364674 3.99986e+08 1702.17 3937.4 398.024 -652.535 -156.353 3.99983e+08 -1.33331e+08 3.99986e+08
3450 3.45 0.0345 -0.0150386 -0.0170658 -0.00529737 0.000324866 0.00365665 4.0034e+08 1709.03 3944.43 398.768 -651.857 -155.714 4.00337e+08 -1.33449e+08 4.0034e+08
3460 3.46 0.0346 -0.015081 -0.0171133 -0.0053097 0.000324462 0.00366657 4.00694e+08 1715.91 3951.49 399.515 -651.18 -155.076 4.00691e+08 -1.33566e+08 4.00694e+08
3470 3.47 0.0347 -0.0151234 -0.0171607 -0.00532202 0.000324054 0.00367648 4.01047e+08 1722.81 3958.56 400.265 -650.502 -154.437 4.01044e+08 -1.33684e+08 4.01047e+08
3480 3.48 0.0348 -0.0151657 -0.0172081 -0.00533433 0.000323641 0.00368639 4.01399e+08 1729.74 3965.66 401.018 -649.825 -153.799 4.01397e+08 -1.33802e+08 4.01399e+08
3490 3.49 0.0349 -0.015208 -0.0172555 -0.00534663 0.000323224 0.0036963 4.01752e+08 1736.68 3972.78 401.774 -649.147 -153.161 4.01749e+08 -1.33919e+08 4.01752e+08
3500 3.5 0.035 -0.0152503 -0.0173029 -0.00535893 0.000322803 0.00370621 4.02104e+08 1743.65 3979.91 402.532 -648.47 -152.524 4.02101e+08 -1.34037e+08 4.02104e+08
3510 3.51 0.0351 -0.0152926 -0.0173503 -0.00537121 0.000322377 0.00371612 4.02455e+08 1750.64 3987.07 403.293 -647.793 -151.886 4.02453e+08 -1.34154e+08 4.02455e+08
3520 3.52 0.0352 -0.0153349 -0.0173977 -0.00538348 0.000321947 0.00372602 4.02807e+08 1757.65 3994.26 404.057 -647.115 -151.249 4.02804e+08 -1.34271e+08 4.02807e+08
3530 3.53 0.0353 -0.0153772 -0.0174451 -0.00539574 0.000321513 0.00373593 4.03158e+08 1764.68 4001.46 404.824 -646.438 -150.612 4.03155e+08 -1.34388e+08 4.03158e+08
3540 3.54 0.0354 -0.0154195 -0.0174925 -0.00540799 0.000321075 0.00374583 4.03508e+08 1771.73 4008.68 405.593 -645.761 -149.975 4.03505e+08 -1.34505e+08 4.03508e+08
3550 3.55 0.0355 -0.0154617 -0.0175398 -0.00542023 0.000320632 0.00375573 4.03858e+08 1778.81 4015.93 406.366 -645.083 -149.338 4.03855e+08 -1.34621e+08 4.03858e+08
3560 3.56 0.0356 -0.0155039 -0.0175871 -0.00543246 0.000320185 0.00376563 4.04208e+08 1785.9 4023.2 407.141 -644.406 -148.701 4.04205e+08 -1.34738e+08 4.04208e+08
3570 3.57 0.0357 -0.0155461 -0.0176345 -0.00544469 0.000319734 0.00377553 4.04557e+08 1793.02 4030.49 407.919 -643.729 -148.064 4.04554e+08 -1.34854e+08 4.04557e+08
3580 3.58 0.0358 -0.0155884 -0.0176818 -0.0054569 0.000319279 0.00378543 4.04906e+08 1800.16 4037.8 408.699 -643.051 -147.428 4.04904e+08 -1.34971e+08 4.04906e+08
3590 3.59 0.0359 -0.0156305 -0.0177291 -0.00546911 0.00031882 0.00379533 4.05255e+08 1807.32 4045.13 409.483 -642.374 -146.792 4.05252e+08 -1.35087e+08 4.05255e+08
3600 3.6 0.036 -0.0156727 -0.0177764 -0.0054813 0.000318356 0.00380522 4.05603e+08 1814.5 4052.48 410.269 -641.697 -146.156 4.056e+08 -1.35203e+08 4.05603e+08
3610 3.61 0.0361 -0.0157149 -0.0178237 -0.00549349 0.000317889 0.00381512 4.05951e+08 1821.7 4059.86 411.058 -641.019 -145.52 4.05948e+08 -1.35319e+08 4.05951e+08
3620 3.62 0.0362 -0.015757 -0.0178709 -0.00550566 0.000317417 0.00382501 4.06299e+08 1828.92 4067.25 411.849 -640.342 -144.884 4.06296e+08 -1.35435e+08 4.06299e+08
3630 3.63 0.0363 -0.0157992 -0.0179182 -0.00551783 0.000316942 0.0038349 4.06646e+08 1836.17 4074.67 412.644 -639.665 -144.248 4.06643e+08 -1.35551e+08 4.06646e+08
3640 3.64 0.0364 -0.0158413 -0.0179654 -0.00552999 0.000316462 0.00384479 4.06993e+08 1843.43 4082.11 413.441 -638.987 -143.613 4.0699e+08 -1.35666e+08 4.06993e+08
3650 3.65 0.0365 -0.0158834 -0.0180127 -0.00554213 0.000315979 0.00385468 4.0734e+08 1850.72 4089.57 414.241 -638.31 -142.978 4.07337e+08 -1.35782e+08 4.0734e+08
3660 3.66 0.0366 -0.0159255 -0.0180599 -0.00555427 0.000315491 0.00386457 4.07686e+08 1858.02 4097.05 415.043 -637.633 -142.342 4.07683e+08 -1.35897e+08 4.07686e+08
3670 3.67 0.0367 -0.0159676 -0.0181071 -0.0055664 0.000315 0.00387446 4.08031e+08 1865.35 4104.55 415.848 -636.955 -141.707 4.08028e+08 -1.36012e+08 4.08031e+08
3680 3.68 0.0368 -0.0160097 -0.0181543 -0.00557852 0.000314505 0.00388435 4.08377e+08 1872.7 4112.07 416.656 -636.278 -141.072 4.08374e+08 -1.36128e+08 4.08377e+08
3690 3.69 0.0369 -0.0160517 -0.0182015 -0.00559064 0.000314006 0.00389423 4.08722e+08 1880.07 4119.61 417.467 -635.6 -140.438 4.08719e+08 -1.36243e+08 4.08722e+08
3700 3.7 0.037 -0.0160938 -0.0182487 -0.00560274 0.000313503 0.00390412 4.09067e+08 1887.46 4127.18 418.281 -634.923 -139.803 4.09064e+08 -1.36358e+08 4.09067e+08
3710 3.71 0.0371 -0.0161358 -0.0182958 -0.00561483 0.000312996 0.003914 4.09411e+08 1894.87 4134.76 419.097 -634.246 -139.169 4.09408e+08 -1.36472e+08 4.09411e+08
3720 3.72 0.0372 -0.0161778 -0.018343 -0.00562692 0.000312485 0.00392388 4.09755e+08 1902.31 4142.37 419.916 -633.568 -138.534 4.09752e+08 -1.36587e+08 4.09755e+08
3730 3.73 0.0373 -0.0162198 -0.0183902 -0.00563899 0.000311971 0.00393376 4.10098e+08 1909.76 4150 420.737 -632.891 -137.9 4.10095e+08 -1.36701e+08 4.10098e+08
3740 3.74 0.0374 -0.0162618 -0.0184373 -0.00565106 0.000311453 0.00394365 4.10442e+08 1917.24 4157.65 421.561 -632.213 -137.266 4.10439e+08 -1.36816e+08 4.10442e+08
3750 3.75 0.0375 -0.0163038 -0.0184844 -0.00566312 0.000310931 0.00395353 4.10785e+08 1924.73 4165.32 422.388 -631.536 -136.632 4.10782e+08 -1.3693e+08 4.10785e+08
3760 3.76 0.0376 -0.0163457 -0.0185315 -0.00567517 0.000310405 0.00396341 4.11127e+08 1932.25 4173.01 423.218 -630.858 -135.998 4.11124e+08 -1.37044e+08 4.11127e+08
3770 3.77 0.0377 -0.0163877 -0.0185786 -0.00568721 0.000309876 0.00397328 4.11469e+08 1939.79 4180.72 424.05 -630.181 -135.365 4.11466e+08 -1.37158e+08 4.11469e+08
3780 3.78 0.0378 -0.0164296 -0.0186257 -0.00569924 0.000309343 0.00398316 4.11811e+08 1947.34 4188.45 424.885 -629.503 -134.731 4.11808e+08 -1.37272e+08 4.11811e+08
3790 3.79 0.0379 -0.0164716 -0.0186728 -0.00571126 0.000308807 0.00399304 4.12153e+08 1954.92 4196.2 425.723 -628.825 -134.098 4.12149e+08 -1.37386e+08 4.12153e+08
3800 3.8 0.038 -0.0165135 -0.0187199 -0.00572328 0.000308266 0.00400291 4.12494e+08 1962.52 4203.98 426.563 -628.148 -133.464 4.12491e+08 -1.375e+08 4.12494e+08
3810 3.81 0.0381 -0.0165554 -0.0187669 -0.00573529 0.000307723 0.00401279 4.12834e+08 1970.14 4211.77 427.406 -627.47 -132.831 4.12831e+08 -1.37614e+08 4.12834e+08
3820 3.82 0.0382 -0.0165972 -0.018814 -0.00574728 0.000307175 0.00402266 4.13175e+08 1977.78 4219.59 428.252 -626.792 -132.198 4.13172e+08 -1.37727e+08 4.13175e+08
3830 3.83 0.0383 -0.0166391 -0.018861 -0.00575927 0.000306624 0.00403254 4.13515e+08 1985.45 4227.42 429.1 -626.115 -131.565 4.13512e+08 -1.3784e+08 4.13515e+08
3840 3.84 0.0384 -0.016681 -0.018908 -0.00577125 0.00030607 0.00404241 4.13854e+08 1993.13 4235.28 429.951 -625.437 -130.933 4.13851e+08 -1.37954e+08 4.13854e+08
3850 3.85 0.0385 -0.0167228 -0.018955 -0.00578322 0.000305512 0.00405228 4.14194e+08 2000.83 4243.16 430.805 -624.759 -130.3 4.14191e+08 -1.38067e+08 4.14194e+08
3860 3.86 0.0386 -0.0167646 -0.019002 -0.00579519 0.00030495 0.00406215 4.14533e+08 2008.55 4251.06 431.661 -624.081 -129.667 4.1453e+08 -1.3818e+08 4.14533e+08
3870 3.87 0.0387 -0.0168065 -0.019049 -0.00580714 0.000304385 0.00407202 4.14871e+08 2016.3 4258.98 432.52 -623.403 -129.035 4.14868e+08 -1.38293e+08 4.14871e+08
3880 3.88 0.0388 -0.0168483 -0.019096 -0.00581909 0.000303817 0.00408189 4.1521e+08 2024.06 4266.92 433.381 -622.725 -128.403 4.15207e+08 -1.38405e+08 4.1521e+08
3890 3.89 0.0389 -0.0168901 -0.019143 -0.00583103 0.000303245 0.00409176 4.15548e+08 2031.85 4274.88 434.245 -622.047 -127.771 4.15544e+08 -1.38518e+08 4.15548e+08
3900 3.9 0.039 -0.0169318 -0.0191899 -0.00584296 0.000302669 0.00410163 4.15885e+08 2039.65 4282.86 435.112 -621.369 -127.139 4.15882e+08 -1.3863e+08 4.15885e+08
3910 3.91 0.0391 -0.0169736 -0.0192369 -0.00585488 0.000302091 0.0041115 4.16222e+08 2047.48 4290.86 435.982 -620.691 -126.507 4.16219e+08 -1.38743e+08 4.16222e+08
3920 3.92 0.0392 -0.0170153 -0.0192838 -0.00586679 0.000301509 0.00412137 4.16559e+08 2055.33 4298.89 436.854 -620.013 -125.875 4.16556e+08 -1.38855e+08 4.16559e+08
3930 3.93 0.0393 -0.0170571 -0.0193307 -0.00587869 0.000300923 0.00413123 4.16896e+08 2063.19 4306.93 437.728 -619.335 -125.243 4.16893e+08 -1.38967e+08 4.16896e+08
3940 3.94 0.0394 -0.0170988 -0.0193776 -0.00589059 0.000300343 0.00414111 4.17232e+08 2071.08 4314.99 438.605 -618.669 -124.616 4.17229e+08 -1.39079e+08 4.17232e+08
3950 3.95 0.0395 -0.0171405 -0.0194245 -0.00590248 0.000299751 0.00415097 4.17568e+08 2078.99 4323.08 439.485 -617.991 -123.985 4.17565e+08 -1.39191e+08 4.17568e+08
3960 3.96 0.0396 -0.0171822 -0.0194714 -0.00591436 0.000299155 0.00416084 4.17903e+08 2086.92 4331.18 440.367 -617.313 -123.353 4.179e+08 -1.39303e+08 4.17903e+08
3970 3.97 0.0397 -0.0172239 -0.0195183 -0.00592623 0.000298557 0.0041707 4.18238e+08 2094.87 4339.31 441.252 -616.634 -122.722 4.18235e+08 -1.39415e+08 4.18238e+08
3980 3.98 0.0398 -0.0172656 -0.0195652 -0.0059381 0.000297955 0.00418057 4.18573e+08 2102.83 4347.46 442.14 -615.956 -122.091 4.1857e+08 -1.39527e+08 4.18573e+08
3990 3.99 0.0399 -0.0173072 -0.019612 -0.00594995 0.00029735 0.00419043 4.18907e+08 2110.82 4355.62 443.03 -615.278 -121.46 4.18904e+08 -1.39638e+08 4.18907e+08
4000 4 0.04 -0.0173489 -0.0196589 -0.0059618 0.000296742 0.0042003 4.19242e+08 2118.83 4363.81 443.923 -614.599 -120.829 4.19238e+08 -1.39749e+08 4.19242e+08
4010 4.01 0.0401 -0.0173905 -0.0197057 -0.00597364 0.00029613 0.00421016 4.19575e+08 2126.86 4372.02 444.818 -613.92 -120.198 4.19572e+08 -1.39861e+08 4.19575e+08
4020 4.02 0.0402 -0.0174321 -0.0197525 -0.00598547 0.000295516 0.00422002 4.19909e+08 2134.91 4380.24 445.716 -613.242 -119.568 4.19905e+08 -1.39972e+08 4.19909e+08
4030 4.03 0.0403 -0.0174737 -0.0197994 -0.0059973 0.000294898 0.00422988 4.20242e+08 2142.98 4388.49 446.617 -612.563 -118.937 4.20238e+08 -1.40083e+08 4.20242e+08
4040 4.04 0.0404 -0.0175153 -0.0198462 -0.00600911 0.000294277 0.00423975 4.20574e+08 2151.07 4396.76 447.52 -611.884 -118.307 4.20571e+08 -1.40194e+08 4.20574e+08
4050 4.05 0.0405 -0.0175569 -0.0198929 -0.00602092 0.000293653 0.00424961 4.20907e+08 2159.18 4405.05 448.426 -611.206 -117.676 4.20903e+08 -1.40304e+08 4.20907e+08
