TimeStep Time Epsilon_xx Epsilon_yy Epsilon_zz Epsilon_yz Epsilon_xz Epsilon_xy Sigma_xx Sigma_yy Sigma_zz Sigma_yz Sigma_xz Sigma_xy Mises Pressure Norm
1330 1.33 0.0133 -0.00575399 -0.00673035 -0.00233782 0.000261759 0.00147162 3.15707e+08 771.049 2990.05 321.456 -802.008 -301.289 3.15705e+08 -1.05237e+08 3.15707e+08
1340 1.34 0.0134 -0.00579901 -0.00678066 -0.00235431 0.000262993 0.00148263 3.16162e+08 772.946 2991.61 321.266 -801.222 -300.52 3.1616e+08 -1.05388e+08 3.16162e+08
1350 1.35 0.0135 -0.00584402 -0.00683094 -0.00237076 0.000264217 0.00149362 3.16615e+08 774.867 2993.21 321.085 -800.437 -299.751 3.16614e+08 -1.0554e+08 3.16615e+08
1360 1.36 0.0136 -0.00588903 -0.00688121 -0.00238717 0.000265429 0.00150461 3.17068e+08 776.812 2994.84 320.912 -799.653 -298.983 3.17067e+08 -1.05691e+08 3.17068e+08
1370 1.37 0.0137 -0.00593403 -0.00693146 -0.00240355 0.00026663 0.00151558 3.17521e+08 778.78 2996.51 320.748 -798.871 -298.216 3.17519e+08 -1.05842e+08 3.17521e+08
1380 1.38 0.0138 -0.00597902 -0.00698169 -0.0024199 0.00026782 0.00152654 3.17972e+08 780.772 2998.21 320.593 -798.091 -297.45 3.17971e+08 -1.05992e+08 3.17972e+08
1390 1.39 0.0139 -0.00602401 -0.0070319 -0.0024362 0.000269 0.00153749 3.18423e+08 782.787 2999.95 320.446 -797.312 -296.684 3.18422e+08 -1.06142e+08 3.18423e+08
1400 1.4 0.014 -0.00606898 -0.00708209 -0.00245247 0.000270168 0.00154844 3.18874e+08 784.826 3001.72 320.307 -796.534 -295.919 3.18872e+08 -1.06293e+08 3.18874e+08
1410 1.41 0.0141 -0.00611395 -0.00713226 -0.00246871 0.000271325 0.00155937 3.19323e+08 786.888 3003.52 320.177 -795.758 -295.155 3.19322e+08 -1.06442e+08 3.19323e+08
1420 1.42 0.0142 -0.00615892 -0.00718242 -0.0024849 0.000272471 0.00157029 3.19772e+08 788.975 3005.36 320.055 -794.983 -294.392 3.19771e+08 -1.06592e+08 3.19772e+08
1430 1.43 0.0143 -0.00620387 -0.00723255 -0.00250107 0.000273607 0.0015812 3.20221e+08 791.085 3007.23 319.941 -794.21 -293.63 3.20219e+08 -1.06742e+08 3.20221e+08
1440 1.44 0.0144 -0.00624881 -0.00728267 -0.0025172 0.000274731 0.0015921 3.20668e+08 793.219 3009.13 319.835 -793.438 -292.869 3.20667e+08 -1.06891e+08 3.20668e+08
1450 1.45 0.0145 -0.00629375 -0.00733276 -0.00253329 0.000275845 0.00160299 3.21116e+08 795.377 3011.07 319.736 -792.667 -292.108 3.21114e+08 -1.0704e+08 3.21116e+08
1460 1.46 0.0146 -0.00633868 -0.00738284 -0.00254935 0.000276948 0.00161388 3.21562e+08 797.559 3013.03 319.646 -791.897 -291.349 3.2156e+08 -1.07189e+08 3.21562e+08
1470 1.47 0.0147 -0.0063836 -0.0074329 -0.00256538 0.00027804 0.00162475 3.22008e+08 799.764 3015.04 319.563 -791.129 -290.591 3.22006e+08 -1.07337e+08 3.22008e+08
1480 1.48 0.0148 -0.00642851 -0.00748294 -0.00258137 0.000279122 0.00163561 3.22453e+08 801.993 3017.07 319.488 -790.362 -289.833 3.22451e+08 -1.07486e+08 3.22453e+08
1490 1.49 0.0149 -0.00647342 -0.00753296 -0.00259732 0.000280193 0.00164646 3.22897e+08 804.247 3019.14 319.42 -789.597 -289.077 3.22895e+08 -1.07634e+08 3.22897e+08
1500 1.5 0.015 -0.00651831 -0.00758297 -0.00261325 0.000281253 0.00165731 3.23341e+08 806.524 3021.23 319.36 -788.832 -288.321 3.23339e+08 -1.07782e+08 3.23341e+08
1510 1.51 0.0151 -0.00656319 -0.00763295 -0.00262914 0.000282303 0.00166814 3.23784e+08 808.825 3023.37 319.307 -788.069 -287.567 3.23782e+08 -1.07929e+08 3.23784e+08
1520 1.52 0.0152 -0.00660807 -0.00768292 -0.002645 0.000283342 0.00167897 3.24227e+08 811.151 3025.53 319.261 -787.307 -286.813 3.24225e+08 -1.08077e+08 3.24227e+08
1530 1.53 0.0153 -0.00665294 -0.00773287 -0.00266082 0.00028437 0.00168978 3.24669e+08 813.501 3027.72 319.223 -786.547 -286.061 3.24667e+08 -1.08224e+08 3.24669e+08
1540 1.54 0.0154 -0.00669779 -0.00778281 -0.00267662 0.000285389 0.00170059 3.2511e+08 815.874 3029.95 319.191 -785.787 -285.31 3.25108e+08 -1.08371e+08 3.2511e+08
1550 1.55 0.0155 -0.00674264 -0.00783272 -0.00269238 0.000286396 0.00171139 3.25551e+08 818.272 3032.21 319.167 -785.029 -284.559 3.25549e+08 -1.08518e+08 3.25551e+08
1560 1.56 0.0156 -0.00678748 -0.00788262 -0.00270811 0.000287393 0.00172218 3.25991e+08 820.694 3034.5 319.15 -784.272 -283.81 3.25989e+08 -1.08665e+08 3.25991e+08
1570 1.57 0.0157 -0.00683231 -0.0079325 -0.00272381 0.00028838 0.00173296 3.26431e+08 823.14 3036.82 319.139 -783.516 -283.062 3.26429e+08 -1.08812e+08 3.26431e+08
1580 1.58 0.0158 -0.00687713 -0.00798237 -0.00273947 0.000289356 0.00174373 3.2687e+08 825.61 3039.17 319.136 -782.761 -282.315 3.26868e+08 -1.08958e+08 3.2687e+08
1590 1.59 0.0159 -0.00692194 -0.00803222 -0.00275511 0.000290322 0.00175449 3.27308e+08 828.104 3041.55 319.139 -782.007 -281.569 3.27306e+08 -1.09104e+08 3.27308e+08
1600 1.6 0.016 -0.00696674 -0.00808205 -0.00277071 0.000291278 0.00176524 3.27746e+08 830.623 3043.97 319.149 -781.254 -280.824 3.27744e+08 -1.0925e+08 3.27746e+08
1610 1.61 0.0161 -0.00701153 -0.00813186 -0.00278629 0.000292223 0.00177599 3.28183e+08 833.166 3046.41 319.165 -780.503 -280.08 3.28181e+08 -1.09396e+08 3.28183e+08
1620 1.62 0.0162 -0.00705631 -0.00818165 -0.00280183 0.000293158 0.00178672 3.28619e+08 835.733 3048.89 319.188 -779.752 -279.337 3.28617e+08 -1.09541e+08 3.28619e+08
1630 1.63 0.0163 -0.00710108 -0.00823143 -0.00281734 0.000294083 0.00179745 3.29055e+08 838.324 3051.39 319.218 -779.003 -278.595 3.29053e+08 -1.09686e+08 3.29055e+08
1640 1.64 0.0164 -0.00714584 -0.0082812 -0.00283283 0.000294998 0.00180817 3.29491e+08 840.94 3053.93 319.254 -778.254 -277.854 3.29489e+08 -1.09832e+08 3.29491e+08
1650 1.65 0.0165 -0.00719059 -0.00833094 -0.00284828 0.000295902 0.00181888 3.29925e+08 843.58 3056.5 319.296 -777.507 -277.115 3.29924e+08 -1.09976e+08 3.29925e+08
1660 1.66 0.0166 -0.00723533 -0.00838067 -0.00286371 0.000296797 0.00182958 3.3036e+08 846.244 3059.1 319.345 -776.761 -276.376 3.30358e+08 -1.10121e+08 3.3036e+08
1670 1.67 0.0167 -0.00728006 -0.00843039 -0.0028791 0.000297681 0.00184027 3.30793e+08 848.932 3061.72 319.4 -776.015 -275.639 3.30791e+08 -1.10266e+08 3.30793e+08
1680 1.68 0.0168 -0.00732478 -0.00848008 -0.00289447 0.000298555 0.00185096 3.31226e+08 851.645 3064.38 319.461 -775.271 -274.902 3.31224e+08 -1.1041e+08 3.31226e+08
1690 1.69 0.0169 -0.00736948 -0.00852976 -0.0029098 0.000299419 0.00186164 3.31659e+08 854.383 3067.07 319.528 -774.527 -274.167 3.31657e+08 -1.10554e+08 3.31659e+08
1700 1.7 0.017 -0.00741418 -0.00857943 -0.00292511 0.000300273 0.00187231 3.32091e+08 857.144 3069.79 319.601 -773.785 -273.432 3.32089e+08 -1.10698e+08 3.32091e+08
1710 1.71 0.0171 -0.00745887 -0.00862908 -0.00294039 0.000301117 0.00188297 3.32522e+08 859.93 3072.53 319.68 -773.044 -272.699 3.3252e+08 -1.10842e+08 3.32522e+08
1720 1.72 0.0172 -0.00750354 -0.00867871 -0.00295564 0.000301951 0.00189362 3.32953e+08 862.741 3075.31 319.766 -772.303 -271.967 3.32951e+08 -1.10986e+08 3.32953e+08
1730 1.73 0.0173 -0.00754821 -0.00872833 -0.00297086 0.000302775 0.00190427 3.33383e+08 865.576 3078.12 319.857 -771.564 -271.235 3.33381e+08 -1.11129e+08 3.33383e+08
1740 1.74 0.0174 -0.00759286 -0.00877793 -0.00298606 0.00030359 0.0019149 3.33813e+08 868.435 3080.95 319.954 -770.825 -270.505 3.33811e+08 -1.11272e+08 3.33813e+08
1750 1.75 0.0175 -0.00763751 -0.00882751 -0.00300123 0.000304394 0.00192553 3.34242e+08 871.318 3083.82 320.057 -770.087 -269.776 3.3424e+08 -1.11415e+08 3.34242e+08
1760 1.76 0.0176 -0.00768214 -0.00887708 -0.00301637 0.000305189 0.00193616 3.3467e+08 874.227 3086.71 320.166 -769.35 -269.048 3.34668e+08 -1.11558e+08 3.3467e+08
1770 1.77 0.0177 -0.00772676 -0.00892664 -0.00303148 0.000305973 0.00194677 3.35098e+08 877.159 3089.64 320.28 -768.614 -268.321 3.35096e+08 -1.11701e+08 3.35098e+08
1780 1.78 0.0178 -0.00777137 -0.00897618 -0.00304656 0.000306748 0.00195738 3.35526e+08 880.116 3092.59 320.4 -767.879 -267.595 3.35524e+08 -1.11843e+08 3.35526e+08
1790 1.79 0.0179 -0.00781597 -0.0090257 -0.00306162 0.000307513 0.00196797 3.35953e+08 883.098 3095.57 320.526 -767.145 -266.87 3.35951e+08 -1.11986e+08 3.35953e+08
1800 1.8 0.018 -0.00786055 -0.00907521 -0.00307666 0.000308269 0.00197857 3.36379e+08 886.103 3098.58 320.657 -766.412 -266.146 3.36377e+08 -1.12128e+08 3.36379e+08
1810 1.81 0.0181 -0.00790513 -0.0091247 -0.00309166 0.000309015 0.00198915 3.36805e+08 889.134 3101.62 320.794 -765.679 -265.423 3.36803e+08 -1.1227e+08 3.36805e+08
1820 1.82 0.0182 -0.00794969 -0.00917418 -0.00310664 0.000309751 0.00199973 3.3723e+08 892.189 3104.69 320.936 -764.948 -264.701 3.37228e+08 -1.12411e+08 3.3723e+08
1830 1.83 0.0183 -0.00799425 -0.00922364 -0.00312159 0.000310477 0.0020103 3.37655e+08 895.268 3107.79 321.084 -764.217 -263.98 3.37653e+08 -1.12553e+08 3.37655e+08
1840 1.84 0.0184 -0.00803879 -0.00927309 -0.00313652 0.000311194 0.00202086 3.38079e+08 898.372 3110.91 321.237 -763.487 -263.26 3.38077e+08 -1.12694e+08 3.38079e+08
1850 1.85 0.0185 -0.00808332 -0.00932252 -0.00315142 0.000311901 0.00203141 3.38503e+08 901.5 3114.07 321.396 -762.758 -262.54 3.38501e+08 -1.12836e+08 3.38503e+08
1860 1.86 0.0186 -0.00812784 -0.00937194 -0.0031663 0.000312599 0.00204196 3.38926e+08 904.653 3117.25 321.56 -762.029 -261.822 3.38924e+08 -1.12977e+08 3.38926e+08
1870 1.87 0.0187 -0.00817234 -0.00942134 -0.00318115 0.000313288 0.0020525 3.39348e+08 907.83 3120.46 321.729 -761.302 -261.105 3.39346e+08 -1.13117e+08 3.39348e+08
1880 1.88 0.0188 -0.00821684 -0.00947073 -0.00319598 0.000313966 0.00206303 3.3977e+08 911.032 3123.7 321.903 -760.575 -260.389 3.39768e+08 -1.13258e+08 3.3977e+08
1890 1.89 0.0189 -0.00826132 -0.0095201 -0.00321078 0.000314636 0.00207356 3.40192e+08 914.258 3126.97 322.083 -759.849 -259.674 3.4019e+08 -1.13399e+08 3.40192e+08
1900 1.9 0.019 -0.00830579 -0.00956946 -0.00322555 0.000315296 0.00208408 3.40613e+08 917.508 3130.26 322.267 -759.123 -258.96 3.40611e+08 -1.13539e+08 3.40613e+08
1910 1.91 0.0191 -0.00835025 -0.0096188 -0.00324031 0.000315946 0.00209459 3.41033e+08 920.783 3133.58 322.457 -758.399 -258.246 3.41031e+08 -1.13679e+08 3.41033e+08
1920 1.92 0.0192 -0.0083947 -0.00966813 -0.00325503 0.000316588 0.00210509 3.41453e+08 924.083 3136.93 322.652 -757.675 -257.534 3.41451e+08 -1.13819e+08 3.41453e+08
1930 1.93 0.0193 -0.00843913 -0.00971745 -0.00326974 0.000317219 0.00211559 3.41873e+08 927.407 3140.31 322.852 -756.952 -256.822 3.41871e+08 -1.13959e+08 3.41873e+08
1940 1.94 0.0194 -0.00848355 -0.00976675 -0.00328441 0.000317842 0.00212608 3.42292e+08 930.755 3143.72 323.057 -756.229 -256.112 3.4229e+08 -1.14099e+08 3.42292e+08
1950 1.95 0.0195 -0.00852796 -0.00981603 -0.00329907 0.000318455 0.00213657 3.4271e+08 934.128 3147.15 323.267 -755.508 -255.402 3.42708e+08 -1.14238e+08 3.4271e+08
1960 1.96 0.0196 -0.00857236 -0.00986531 -0.0033137 0.00031906 0.00214705 3.43128e+08 937.526 3150.61 323.482 -754.787 -254.694 3.43126e+08 -1.14377e+08 3.43128e+08
1970 1.97 0.0197 -0.00861675 -0.00991456 -0.00332831 0.000319655 0.00215752 3.43545e+08 940.947 3154.1 323.702 -754.066 -253.986 3.43543e+08 -1.14516e+08 3.43545e+08
1980 1.98 0.0198 -0.00866112 -0.00996381 -0.00334289 0.00032024 0.00216798 3.43962e+08 944.393 3157.62 323.927 -753.347 -253.279 3.4396e+08 -1.14655e+08 3.43962e+08
1990 1.99 0.0199 -0.00870548 -0.010013 -0.00335745 0.000320817 0.00217844 3.44379e+08 947.864 3161.16 324.156 -752.628 -252.573 3.44377e+08 -1.14794e+08 3.44379e+08
2000 2 0.02 -0.00874983 -0.0100622 -0.00337199 0.000321385 0.00218889 3.44794e+08 951.36 3164.73 324.39 -751.91 -251.868 3.44792e+08 -1.14933e+08 3.44794e+08
2010 2.01 0.0201 -0.00879417 -0.0101115 -0.0033865 0.000321943 0.00219934 3.4521e+08 954.879 3168.33 324.629 -751.192 -251.164 3.45208e+08 -1.15071e+08 3.4521e+08
2020 2.02 0.0202 -0.00883849 -0.0101606 -0.00340099 0.000322493 0.00220978 3.45625e+08 958.423 3171.95 324.873 -750.475 -250.46 3.45622e+08 -1.1521e+08 3.45625e+08
2030 2.03 0.0203 -0.00888281 -0.0102098 -0.00341546 0.000323033 0.00222021 3.46039e+08 961.992 3175.6 325.122 -749.759 -249.758 3.46037e+08 -1.15348e+08 3.46039e+08
2040 2.04 0.0204 -0.00892711 -0.010259 -0.00342991 0.000323565 0.00223064 3.46453e+08 965.584 3179.28 325.375 -749.043 -249.056 3.46451e+08 -1.15486e+08 3.46453e+08
2050 2.05 0.0205 -0.00897139 -0.0103081 -0.00344434 0.000324088 0.00224106 3.46866e+08 969.202 3182.99 325.633 -748.328 -248.355 3.46864e+08 -1.15623e+08 3.46866e+08
2060 2.06 0.0206 -0.00901567 -0.0103572 -0.00345874 0.000324601 0.00225147 3.47279e+08 972.844 3186.72 325.895 -747.614 -247.655 3.47277e+08 -1.15761e+08 3.47279e+08
2070 2.07 0.0207 -0.00905993 -0.0104064 -0.00347312 0.000325106 0.00226188 3.47691e+08 976.509 3190.48 326.162 -746.9 -246.956 3.47689e+08 -1.15898e+08 3.47691e+08
2080 2.08 0.0208 -0.00910418 -0.0104555 -0.00348748 0.000325602 0.00227228 3.48103e+08 980.2 3194.27 326.434 -746.187 -246.258 3.48101e+08 -1.16036e+08 3.48103e+08
2090 2.09 0.0209 -0.00914841 -0.0105046 -0.00350181 0.00032609 0.00228267 3.48514e+08 983.915 3198.08 326.71 -745.475 -245.56 3.48512e+08 -1.16173e+08 3.48514e+08
2100 2.1 0.021 -0.00919264 -0.0105536 -0.00351613 0.000326568 0.00229306 3.48925e+08 987.654 3201.92 326.991 -744.763 -244.864 3.48923e+08 -1.1631e+08 3.48925e+08
2110 2.11 0.0211 -0.00923685 -0.0106027 -0.00353042 0.000327038 0.00230345 3.49336e+08 991.418 3205.78 327.276 -744.052 -244.168 3.49333e+08 -1.16447e+08 3.49336e+08
2120 2.12 0.0212 -0.00928105 -0.0106517 -0.00354469 0.000327499 0.00231382 3.49745e+08 995.206 3209.67 327.566 -743.341 -243.473 3.49743e+08 -1.16583e+08 3.49745e+08
2130 2.13 0.0213 -0.00932523 -0.0107008 -0.00355894 0.000327951 0.00232419 3.50155e+08 999.018 3213.59 327.86 -742.631 -242.778 3.50153e+08 -1.1672e+08 3.50155e+08
2140 2.14 0.0214 -0.0093694 -0.0107498 -0.00357317 0.000328395 0.00233456 3.50564e+08 1002.85 3217.54 328.158 -741.921 -242.085 3.50562e+08 -1.16856e+08 3.50564e+08
2150 2.15 0.0215 -0.00941356 -0.0107988 -0.00358738 0.00032883 0.00234492 3.50972e+08 1006.72 3221.51 328.461 -741.212 -241.392 3.5097e+08 -1.16992e+08 3.50972e+08
2160 2.16 0.0216 -0.00945771 -0.0108478 -0.00360157 0.000329257 0.00235527 3.5138e+08 1010.6 3225.51 328.768 -740.504 -240.7 3.51378e+08 -1.17128e+08 3.5138e+08
2170 2.17 0.0217 -0.00950184 -0.0108968 -0.00361574 0.000329675 0.00236562 3.51788e+08 1014.51 3229.53 329.079 -739.796 -240.009 3.51785e+08 -1.17264e+08 3.51788e+08
2180 2.18 0.0218 -0.00954596 -0.0109458 -0.00362989 0.000330085 0.00237596 3.52194e+08 1018.44 3233.58 329.395 -739.088 -239.319 3.52192e+08 -1.174e+08 3.52194e+08
2190 2.19 0.0219 -0.00959007 -0.0109947 -0.00364402 0.000330486 0.0023863 3.52601e+08 1022.4 3237.65 329.715 -738.382 -238.629 3.52599e+08 -1.17535e+08 3.52601e+08
2200 2.2 0.022 -0.00963416 -0.0110437 -0.00365812 0.000330879 0.00239663 3.53007e+08 1026.38 3241.75 330.039 -737.675 -237.94 3.53005e+08 -1.1767e+08 3.53007e+08
2210 2.21 0.0221 -0.00967825 -0.0110926 -0.00367221 0.000331263 0.00240696 3.53413e+08 1030.39 3245.88 330.368 -736.97 -237.252 3.5341e+08 -1.17806e+08 3.53413e+08
2220 2.22 0.0222 -0.00972231 -0.0111415 -0.00368628 0.000331639 0.00241728 3.53818e+08 1034.42 3250.03 330.7 -736.264 -236.564 3.53815e+08 -1.17941e+08 3.53818e+08
2230 2.23 0.0223 -0.00976637 -0.0111904 -0.00370033 0.000332007 0.00242759 3.54222e+08 1038.48 3254.21 331.037 -735.56 -235.877 3.5422e+08 -1.18075e+08 3.54222e+08
2240 2.24 0.0224 -0.00981041 -0.0112393 -0.00371435 0.000332366 0.0024379 3.54626e+08 1042.56 3258.42 331.378 -734.856 -235.191 3.54624e+08 -1.1821e+08 3.54626e+08
2250 2.25 0.0225 -0.00985444 -0.0112882 -0.00372836 0.000332717 0.00244821 3.5503e+08 1046.66 3262.65 331.724 -734.152 -234.506 3.55028e+08 -1.18345e+08 3.5503e+08
2260 2.26 0.0226 -0.00989846 -0.011337 -0.00374235 0.00033306 0.00245851 3.55433e+08 1050.79 3266.9 332.073 -733.449 -233.821 3.55431e+08 -1.18479e+08 3.55433e+08
2270 2.27 0.0227 -0.00994246 -0.0113859 -0.00375632 0.000333395 0.0024688 3.55836e+08 1054.94 3271.19 332.426 -732.746 -233.137 3.55834e+08 -1.18613e+08 3.55836e+08
2280 2.28 0.0228 -0.00998645 -0.0114347 -0.00377027 0.000333722 0.00247909 3.56238e+08 1059.11 3275.49 332.784 -732.044 -232.454 3.56236e+08 -1.18747e+08 3.56238e+08
2290 2.29 0.0229 -0.0100304 -0.0114836 -0.0037842 0.00033404 0.00248937 3.5664e+08 1063.31 3279.82 333.145 -731.342 -231.771 3.56638e+08 -1.18881e+08 3.5664e+08
2300 2.3 0.023 -0.0100744 -0.0115324 -0.00379812 0.00033435 0.00249965 3.57041e+08 1067.54 3284.18 333.511 -730.641 -231.09 3.57039e+08 -1.19015e+08 3.57041e+08
2310 2.31 0.0231 -0.0101183 -0.0115812 -0.00381201 0.000334653 0.00250992 3.57442e+08 1071.79 3288.57 333.88 -729.94 -230.408 3.5744e+08 -1.19149e+08 3.57442e+08
2320 2.32 0.0232 -0.0101623 -0.01163 -0.00382589 0.000334947 0.00252019 3.57842e+08 1076.06 3292.97 334.254 -729.239 -229.728 3.5784e+08 -1.19282e+08 3.57842e+08
2330 2.33 0.0233 -0.0102062 -0.0116787 -0.00383974 0.000335233 0.00253045 3.58242e+08 1080.36 3297.41 334.631 -728.539 -229.048 3.5824e+08 -1.19416e+08 3.58242e+08
2340 2.34 0.0234 -0.0102501 -0.0117275 -0.00385358 0.000335512 0.00254071 3.58642e+08 1084.68 3301.87 335.012 -727.84 -228.368 3.58639e+08 -1.19549e+08 3.58642e+08
2350 2.35 0.0235 -0.010294 -0.0117763 -0.0038674 0.000335782 0.00255096 3.59041e+08 1089.02 3306.35 335.398 -727.141 -227.69 3.59038e+08 -1.19682e+08 3.59041e+08
2360 2.36 0.0236 -0.0103379 -0.011825 -0.00388121 0.000336045 0.00256121 3.59439e+08 1093.39 3310.86 335.787 -726.442 -227.012 3.59437e+08 -1.19815e+08 3.59439e+08
2370 2.37 0.0237 -0.0103817 -0.0118737 -0.00389499 0.0003363 0.00257145 3.59837e+08 1097.78 3315.39 336.18 -725.744 -226.334 3.59835e+08 -1.19947e+08 3.59837e+08
2380 2.38 0.0238 -0.0104256 -0.0119224 -0.00390876 0.000336547 0.00258169 3.60235e+08 1102.2 3319.95 336.577 -725.047 -225.657 3.60233e+08 -1.2008e+08 3.60235e+08
2390 2.39 0.0239 -0.0104694 -0.0119711 -0.0039225 0.000336786 0.00259192 3.60632e+08 1106.64 3324.54 336.978 -724.349 -224.981 3.6063e+08 -1.20212e+08 3.60632e+08
2400 2.4 0.024 -0.0105133 -0.0120198 -0.00393624 0.000337017 0.00260215 3.61029e+08 1111.1 3329.15 337.383 -723.652 -224.306 3.61027e+08 -1.20344e+08 3.61029e+08
2410 2.41 0.0241 -0.0105571 -0.0120685 -0.00394995 0.000337241 0.00261238 3.61425e+08 1115.59 3333.78 337.792 -722.956 -223.631 3.61423e+08 -1.20477e+08 3.61425e+08
2420 2.42 0.0242 -0.0106009 -0.0121171 -0.00396364 0.000337457 0.0026226 3.61821e+08 1120.1 3338.44 338.204 -722.26 -222.956 3.61819e+08 -1.20608e+08 3.61821e+08
2430 2.43 0.0243 -0.0106447 -0.0121658 -0.00397732 0.000337666 0.00263281 3.62216e+08 1124.64 3343.12 338.62 -721.564 -222.282 3.62214e+08 -1.2074e+08 3.62216e+08
2440 2.44 0.0244 -0.0106884 -0.0122144 -0.00399098 0.000337867 0.00264302 3.62611e+08 1129.2 3347.83 339.04 -720.869 -221.609 3.62609e+08 -1.20872e+08 3.62611e+08
2450 2.45 0.0245 -0.0107322 -0.0122631 -0.00400463 0.00033806 0.00265323 3.63006e+08 1133.78 3352.56 339.464 -720.174 -220.937 3.63003e+08 -1.21003e+08 3.63006e+08
2460 2.46 0.0246 -0.010776 -0.0123117 -0.00401826 0.000338246 0.00266343 3.634e+08 1138.39 3357.32 339.891 -719.479 -220.264 3.63397e+08 -1.21135e+08 3.634e+08
2470 2.47 0.0247 -0.0108197 -0.0123603 -0.00403187 0.000338424 0.00267362 3.63793e+08 1143.02 3362.1 340.323 -718.785 -219.593 3.63791e+08 -1.21266e+08 3.63793e+08
2480 2.48 0.0248 -0.0108634 -0.0124089 -0.00404546 0.000338595 0.00268381 3.64186e+08 1147.68 3366.91 340.757 -718.091 -218.922 3.64184e+08 -1.21397e+08 3.64186e+08
2490 2.49 0.0249 -0.0109071 -0.0124574 -0.00405904 0.000338758 0.002694 3.64579e+08 1152.36 3371.74 341.196 -717.398 -218.252 3.64577e+08 -1.21528e+08 3.64579e+08
2500 2.5 0.025 -0.0109508 -0.012506 -0.0040726 0.000338914 0.00270419 3.64971e+08 1157.06 3376.6 341.638 -716.705 -217.582 3.64969e+08 -1.21659e+08 3.64971e+08
2510 2.51 0.0251 -0.0109945 -0.0125545 -0.00408614 0.000339063 0.00271436 3.65363e+08 1161.79 3381.48 342.084 -716.012 -216.912 3.65361e+08 -1.21789e+08 3.65363e+08
2520 2.52 0.0252 -0.0110382 -0.0126031 -0.00409967 0.000339204 0.00272454 3.65754e+08 1166.54 3386.38 342.534 -715.32 -216.244 3.65752e+08 -1.2192e+08 3.65754e+08
2530 2.53 0.0253 -0.0110818 -0.0126516 -0.00411318 0.000339338 0.00273471 3.66145e+08 1171.31 3391.31 342.987 -714.627 -215.575 3.66143e+08 -1.2205e+08 3.66145e+08
2540 2.54 0.0254 -0.0111254 -0.0127001 -0.00412667 0.000339465 0.00274488 3.66536e+08 1176.11 3396.27 343.444 -713.936 -214.907 3.66534e+08 -1.2218e+08 3.66536e+08
2550 2.55 0.0255 -0.0111691 -0.0127486 -0.00414015 0.000339584 0.00275504 3.66926e+08 1180.93 3401.24 343.904 -713.244 -214.24 3.66924e+08 -1.2231e+08 3.66926e+08
2560 2.56 0.0256 -0.0112127 -0.0127971 -0.00415361 0.000339697 0.0027652 3.67316e+08 1185.78 3406.25 344.369 -712.553 -213.574 3.67313e+08 -1.2244e+08 3.67316e+08
2570 2.57 0.0257 -0.0112563 -0.0128456 -0.00416706 0.000339802 0.00277535 3.67705e+08 1190.65 3411.27 344.836 -711.863 -212.907 3.67702e+08 -1.2257e+08 3.67705e+08
2580 2.58 0.0258 -0.0112999 -0.0128941 -0.00418049 0.0003399 0.0027855 3.68093e+08 1195.54 3416.32 345.307 -711.172 -212.242 3.68091e+08 -1.22699e+08 3.68093e+08
2590 2.59 0.0259 -0.0113434 -0.0129425 -0.0041939 0.000339991 0.00279564 3.68482e+08 1200.45 3421.4 345.782 -710.482 -211.576 3.68479e+08 -1.22829e+08 3.68482e+08
2600 2.6 0.026 -0.011387 -0.0129909 -0.0042073 0.000340075 0.00280579 3.6887e+08 1205.39 3426.5 346.261 -709.792 -210.912 3.68867e+08 -1.22958e+08 3.6887e+08
2610 2.61 0.0261 -0.0114305 -0.0130394 -0.00422069 0.000340152 0.00281592 3.69257e+08 1210.36 3431.62 346.742 -709.103 -210.247 3.69255e+08 -1.23087e+08 3.69257e+08
2620 2.62 0.0262 -0.011474 -0.0130878 -0.00423405 0.000340222 0.00282606 3.69644e+08 1215.34 3436.76 347.228 -708.414 -209.583 3.69642e+08 -1.23216e+08 3.69644e+08
2630 2.63 0.0263 -0.0115176 -0.0131362 -0.00424741 0.000340285 0.00283619 3.70031e+08 1220.35 3441.94 347.716 -707.725 -208.92 3.70028e+08 -1.23345e+08 3.70031e+08
2640 2.64 0.0264 -0.0115611 -0.0131846 -0.00426075 0.000340341 0.00284631 3.70417e+08 1225.39 3447.13 348.209 -707.036 -208.257 3.70414e+08 -1.23474e+08 3.70417e+08
2650 2.65 0.0265 -0.0116045 -0.013233 -0.00427407 0.00034039 0.00285644 3.70802e+08 1230.45 3452.35 348.705 -706.348 -207.595 3.708e+08 -1.23602e+08 3.70802e+08
2660 2.66 0.0266 -0.011648 -0.0132813 -0.00428737 0.000340432 0.00286655 3.71188e+08 1235.53 3457.59 349.204 -705.66 -206.933 3.71185e+08 -1.23731e+08 3.71188e+08
2670 2.67 0.0267 -0.0116915 -0.0133297 -0.00430067 0.000340468 0.00287667 3.71573e+08 1240.63 3462.86 349.707 -704.972 -206.271 3.7157e+08 -1.23859e+08 3.71573e+08
2680 2.68 0.0268 -0.0117349 -0.013378 -0.00431394 0.000340496 0.00288678 3.71957e+08 1245.76 3468.15 350.213 -704.284 -205.61 3.71955e+08 -1.23987e+08 3.71957e+08
2690 2.69 0.0269 -0.0117784 -0.0134264 -0.00432721 0.000340518 0.00289689 3.72341e+08 1250.91 3473.46 350.723 -703.597 -204.95 3.72339e+08 -1.24115e+08 3.72341e+08
