time, Epsilon_0, Epsilon_1, Epsilon_2, Epsilon_3, Epsilon_4, Epsilon_5, PEEQ, Rate_0, Rate_1, Rate_2, Rate_3, Rate_4, Rate_5
0.0295, 2.72343e-02, -1.21798e-02, -1.37535e-02, -4.65964e-03, 4.39379e-04, 3.08073e-03, 2.85334e-02, 9.79202e-01, -4.24286e-01, -4.66083e-01, -1.29088e-01, 2.91790e-03, 9.92065e-02
0.0296, 2.73323e-02, -1.22222e-02, -1.38001e-02, -4.67254e-03, 4.39666e-04, 3.09065e-03, 2.86329e-02, 9.79236e-01, -4.24155e-01, -4.65961e-01, -1.28961e-01, 2.86882e-03, 9.91783e-02
0.0297, 2.74302e-02, -1.22646e-02, -1.38466e-02, -4.68542e-03, 4.39948e-04, 3.10056e-03, 2.87325e-02, 9.79269e-01, -4.24025e-01, -4.65838e-01, -1.28835e-01, 2.82006e-03, 9.91505e-02
0.0298, 2.75281e-02, -1.23070e-02, -1.38932e-02, -4.69829e-03, 4.40225e-04, 3.11048e-03, 2.88320e-02, 9.79303e-01, -4.23894e-01, -4.65716e-01, -1.28709e-01, 2.77162e-03, 9.91230e-02
0.0299, 2.76261e-02, -1.23493e-02, -1.39398e-02, -4.71115e-03, 4.40497e-04, 3.12039e-03, 2.89316e-02, 9.79336e-01, -4.23763e-01, -4.65594e-01, -1.28585e-01, 2.72348e-03, 9.90958e-02
0.03, 2.77240e-02, -1.23917e-02, -1.39863e-02, -4.72400e-03, 4.40765e-04, 3.13029e-03, 2.90311e-02, 9.79369e-01, -4.23633e-01, -4.65471e-01, -1.28460e-01, 2.67566e-03, 9.90688e-02
0.0301, 2.78219e-02, -1.24341e-02, -1.40329e-02, -4.73683e-03, 4.41028e-04, 3.14020e-03, 2.91306e-02, 9.79403e-01, -4.23502e-01, -4.65349e-01, -1.28337e-01, 2.62815e-03, 9.90422e-02
0.0302, 2.79199e-02, -1.24764e-02, -1.40794e-02, -4.74965e-03, 4.41286e-04, 3.15010e-03, 2.92301e-02, 9.79436e-01, -4.23371e-01, -4.65227e-01, -1.28214e-01, 2.58094e-03, 9.90158e-02
0.0303, 2.80178e-02, -1.25187e-02, -1.41259e-02, -4.76246e-03, 4.41539e-04, 3.16000e-03, 2.93296e-02, 9.79469e-01, -4.23241e-01, -4.65105e-01, -1.28092e-01, 2.53405e-03, 9.89897e-02
0.0304, 2.81158e-02, -1.25610e-02, -1.41724e-02, -4.77526e-03, 4.41788e-04, 3.16989e-03, 2.94291e-02, 9.79503e-01, -4.23110e-01, -4.64983e-01, -1.27970e-01, 2.48746e-03, 9.89639e-02
0.0305, 2.82137e-02, -1.26033e-02, -1.42189e-02, -4.78805e-03, 4.42032e-04, 3.17979e-03, 2.95286e-02, 9.79536e-01, -4.22980e-01, -4.64861e-01, -1.27849e-01, 2.44117e-03, 9.89384e-02
0.0306, 2.83117e-02, -1.26456e-02, -1.42653e-02, -4.80082e-03, 4.42272e-04, 3.18968e-03, 2.96280e-02, 9.79569e-01, -4.22849e-01, -4.64740e-01, -1.27729e-01, 2.39520e-03, 9.89132e-02
0.0307, 2.84096e-02, -1.26879e-02, -1.43118e-02, -4.81358e-03, 4.42506e-04, 3.19957e-03, 2.97275e-02, 9.79602e-01, -4.22719e-01, -4.64618e-01, -1.27609e-01, 2.34953e-03, 9.88882e-02
0.0308, 2.85076e-02, -1.27301e-02, -1.43583e-02, -4.82633e-03, 4.42737e-04, 3.20945e-03, 2.98269e-02, 9.79635e-01, -4.22588e-01, -4.64496e-01, -1.27490e-01, 2.30416e-03, 9.88635e-02
0.0309, 2.86056e-02, -1.27724e-02, -1.44047e-02, -4.83906e-03, 4.42963e-04, 3.21934e-03, 2.99264e-02, 9.79668e-01, -4.22458e-01, -4.64375e-01, -1.27371e-01, 2.25909e-03, 9.88391e-02
0.031, 2.87035e-02, -1.28146e-02, -1.44511e-02, -4.85179e-03, 4.43184e-04, 3.22922e-03, 3.00258e-02, 9.79701e-01, -4.22327e-01, -4.64253e-01, -1.27253e-01, 2.21433e-03, 9.88150e-02
0.0311, 2.88015e-02, -1.28568e-02, -1.44975e-02, -4.86450e-03, 4.43401e-04, 3.23910e-03, 3.01252e-02, 9.79734e-01, -4.22197e-01, -4.64132e-01, -1.27136e-01, 2.16986e-03, 9.87912e-02
0.0312, 2.88995e-02, -1.28990e-02, -1.45439e-02, -4.87721e-03, 4.43614e-04, 3.24898e-03, 3.02246e-02, 9.79767e-01, -4.22066e-01, -4.64010e-01, -1.27019e-01, 2.12570e-03, 9.87676e-02
0.0313, 2.89975e-02, -1.29412e-02, -1.45903e-02, -4.88990e-03, 4.43822e-04, 3.25885e-03, 3.03240e-02, 9.79800e-01, -4.21936e-01, -4.63889e-01, -1.26903e-01, 2.08184e-03, 9.87443e-02
0.0314, 2.90955e-02, -1.29834e-02, -1.46367e-02, -4.90257e-03, 4.44026e-04, 3.26872e-03, 3.04234e-02, 9.79833e-01, -4.21806e-01, -4.63768e-01, -1.26788e-01, 2.03827e-03, 9.87213e-02
0.0315, 2.91934e-02, -1.30256e-02, -1.46831e-02, -4.91524e-03, 4.44225e-04, 3.27859e-03, 3.05227e-02, 9.79866e-01, -4.21675e-01, -4.63647e-01, -1.26673e-01, 1.99500e-03, 9.86985e-02
0.0316, 2.92914e-02, -1.30677e-02, -1.47294e-02, -4.92790e-03, 4.44420e-04, 3.28846e-03, 3.06221e-02, 9.79899e-01, -4.21545e-01, -4.63525e-01, -1.26558e-01, 1.95203e-03, 9.86760e-02
0.0317, 2.93894e-02, -1.31099e-02, -1.47758e-02, -4.94054e-03, 4.44611e-04, 3.29833e-03, 3.07214e-02, 9.79932e-01, -4.21415e-01, -4.63404e-01, -1.26445e-01, 1.90935e-03, 9.86537e-02
0.0318, 2.94874e-02, -1.31520e-02, -1.48221e-02, -4.95318e-03, 4.44798e-04, 3.30819e-03, 3.08208e-02, 9.79965e-01, -4.21285e-01, -4.63283e-01, -1.26331e-01, 1.86697e-03, 9.86318e-02
0.0319, 2.95854e-02, -1.31941e-02, -1.48684e-02, -4.96580e-03, 4.44981e-04, 3.31805e-03, 3.09201e-02, 9.79997e-01, -4.21154e-01, -4.63162e-01, -1.26219e-01, 1.82487e-03, 9.86101e-02
0.032, 2.96834e-02, -1.32362e-02, -1.49147e-02, -4.97841e-03, 4.45159e-04, 3.32791e-03, 3.10194e-02, 9.80030e-01, -4.21024e-01, -4.63041e-01, -1.26107e-01, 1.78308e-03, 9.85886e-02
0.0321, 2.97814e-02, -1.32783e-02, -1.49610e-02, -4.99101e-03, 4.45333e-04, 3.33777e-03, 3.11187e-02, 9.80063e-01, -4.20894e-01, -4.62920e-01, -1.25995e-01, 1.74157e-03, 9.85674e-02
0.0322, 2.98794e-02, -1.33204e-02, -1.50073e-02, -5.00360e-03, 4.45503e-04, 3.34762e-03, 3.12180e-02, 9.80096e-01, -4.20764e-01, -4.62799e-01, -1.25884e-01, 1.70035e-03, 9.85465e-02
0.0323, 2.99775e-02, -1.33625e-02, -1.50535e-02, -5.01617e-03, 4.45669e-04, 3.35747e-03, 3.13173e-02, 9.80128e-01, -4.20634e-01, -4.62679e-01, -1.25773e-01, 1.65942e-03, 9.85258e-02
0.0324, 3.00755e-02, -1.34045e-02, -1.50998e-02, -5.02874e-03, 4.45831e-04, 3.36732e-03, 3.14166e-02, 9.80161e-01, -4.20504e-01, -4.62558e-01, -1.25663e-01, 1.61878e-03, 9.85054e-02
0.0325, 3.01735e-02, -1.34465e-02, -1.51460e-02, -5.04130e-03, 4.45989e-04, 3.37717e-03, 3.15159e-02, 9.80193e-01, -4.20374e-01, -4.62437e-01, -1.25554e-01, 1.57843e-03, 9.84852e-02
0.0326, 3.02715e-02, -1.34886e-02, -1.51923e-02, -5.05384e-03, 4.46143e-04, 3.38702e-03, 3.16151e-02, 9.80226e-01, -4.20244e-01, -4.62316e-01, -1.25445e-01, 1.53836e-03, 9.84653e-02
0.0327, 3.03695e-02, -1.35306e-02, -1.52385e-02, -5.06637e-03, 4.46292e-04, 3.39686e-03, 3.17144e-02, 9.80258e-01, -4.20114e-01, -4.62196e-01, -1.25337e-01, 1.49858e-03, 9.84456e-02
0.0328, 3.04676e-02, -1.35726e-02, -1.52847e-02, -5.07890e-03, 4.46438e-04, 3.40671e-03, 3.18136e-02, 9.80291e-01, -4.19985e-01, -4.62075e-01, -1.25229e-01, 1.45908e-03, 9.84262e-02
0.0329, 3.05656e-02, -1.36146e-02, -1.53309e-02, -5.09141e-03, 4.46580e-04, 3.41655e-03, 3.19129e-02, 9.80323e-01, -4.19855e-01, -4.61955e-01, -1.25121e-01, 1.41986e-03, 9.84071e-02
0.033, 3.06636e-02, -1.36565e-02, -1.53771e-02, -5.10391e-03, 4.46718e-04, 3.42638e-03, 3.20121e-02, 9.80356e-01, -4.19725e-01, -4.61834e-01, -1.25015e-01, 1.38093e-03, 9.83881e-02
0.0331, 3.07617e-02, -1.36985e-02, -1.54233e-02, -5.11640e-03, 4.46853e-04, 3.43622e-03, 3.21113e-02, 9.80388e-01, -4.19595e-01, -4.61714e-01, -1.24908e-01, 1.34227e-03, 9.83695e-02
0.0332, 3.08597e-02, -1.37404e-02, -1.54694e-02, -5.12888e-03, 4.46983e-04, 3.44606e-03, 3.22105e-02, 9.80421e-01, -4.19466e-01, -4.61593e-01, -1.24802e-01, 1.30390e-03, 9.83510e-02
0.0333, 3.09578e-02, -1.37824e-02, -1.55156e-02, -5.14135e-03, 4.47110e-04, 3.45589e-03, 3.23097e-02, 9.80453e-01, -4.19336e-01, -4.61473e-01, -1.24697e-01, 1.26581e-03, 9.83328e-02
0.0334, 3.10558e-02, -1.38243e-02, -1.55617e-02, -5.15381e-03, 4.47232e-04, 3.46572e-03, 3.24089e-02, 9.80485e-01, -4.19207e-01, -4.61352e-01, -1.24592e-01, 1.22799e-03, 9.83149e-02
0.0335, 3.11539e-02, -1.38662e-02, -1.56078e-02, -5.16626e-03, 4.47351e-04, 3.47555e-03, 3.25081e-02, 9.80518e-01, -4.19077e-01, -4.61232e-01, -1.24488e-01, 1.19045e-03, 9.82972e-02
0.0336, 3.12519e-02, -1.39081e-02, -1.56539e-02, -5.17870e-03, 4.47467e-04, 3.48538e-03, 3.26072e-02, 9.80550e-01, -4.18948e-01, -4.61112e-01, -1.24384e-01, 1.15318e-03, 9.82797e-02
0.0337, 3.13500e-02, -1.39500e-02, -1.57000e-02, -5.19112e-03, 4.47578e-04, 3.49521e-03, 3.27064e-02, 9.80582e-01, -4.18819e-01, -4.60991e-01, -1.24280e-01, 1.11619e-03, 9.82625e-02
0.0338, 3.14480e-02, -1.39918e-02, -1.57461e-02, -5.20354e-03, 4.47686e-04, 3.50503e-03, 3.28055e-02, 9.80614e-01, -4.18689e-01, -4.60871e-01, -1.24177e-01, 1.07948e-03, 9.82455e-02
0.0339, 3.15461e-02, -1.40337e-02, -1.57922e-02, -5.21595e-03, 4.47791e-04, 3.51485e-03, 3.29046e-02, 9.80647e-01, -4.18560e-01, -4.60751e-01, -1.24075e-01, 1.04303e-03, 9.82288e-02
0.034, 3.16442e-02, -1.40755e-02, -1.58383e-02, -5.22835e-03, 4.47891e-04, 3.52467e-03, 3.30038e-02, 9.80679e-01, -4.18431e-01, -4.60630e-01, -1.23973e-01, 1.00686e-03, 9.82122e-02
0.0341, 3.17422e-02, -1.41174e-02, -1.58843e-02, -5.24073e-03, 4.47988e-04, 3.53449e-03, 3.31029e-02, 9.80711e-01, -4.18302e-01, -4.60510e-01, -1.23871e-01, 9.70956e-04, 9.81959e-02
0.0342, 3.18403e-02, -1.41592e-02, -1.59303e-02, -5.25311e-03, 4.48082e-04, 3.54431e-03, 3.32020e-02, 9.80743e-01, -4.18173e-01, -4.60390e-01, -1.23770e-01, 9.35322e-04, 9.81799e-02
0.0343, 3.19384e-02, -1.42010e-02, -1.59764e-02, -5.26548e-03, 4.48172e-04, 3.55413e-03, 3.33011e-02, 9.80775e-01, -4.18044e-01, -4.60270e-01, -1.23670e-01, 8.99956e-04, 9.81641e-02
0.0344, 3.20365e-02, -1.42428e-02, -1.60224e-02, -5.27784e-03, 4.48258e-04, 3.56394e-03, 3.34002e-02, 9.80807e-01, -4.17915e-01, -4.60150e-01, -1.23570e-01, 8.64858e-04, 9.81485e-02
0.0345, 3.21346e-02, -1.42846e-02, -1.60684e-02, -5.29018e-03, 4.48341e-04, 3.57376e-03, 3.34993e-02, 9.80839e-01, -4.17786e-01, -4.60030e-01, -1.23470e-01, 8.30025e-04, 9.81331e-02
0.0346, 3.22326e-02, -1.43263e-02, -1.61144e-02, -5.30252e-03, 4.48421e-04, 3.58357e-03, 3.35983e-02, 9.80871e-01, -4.17657e-01, -4.59909e-01, -1.23371e-01, 7.95458e-04, 9.81180e-02
0.0347, 3.23307e-02, -1.43681e-02, -1.61604e-02, -5.31485e-03, 4.48497e-04, 3.59338e-03, 3.36974e-02, 9.80903e-01, -4.17529e-01, -4.59789e-01, -1.23272e-01, 7.61154e-04, 9.81031e-02
0.0348, 3.24288e-02, -1.44098e-02, -1.62063e-02, -5.32716e-03, 4.48570e-04, 3.60319e-03, 3.37964e-02, 9.80935e-01, -4.17400e-01, -4.59669e-01, -1.23173e-01, 7.27113e-04, 9.80884e-02
0.0349, 3.25269e-02, -1.44516e-02, -1.62523e-02, -5.33947e-03, 4.48639e-04, 3.61299e-03, 3.38955e-02, 9.80967e-01, -4.17272e-01, -4.59549e-01, -1.23075e-01, 6.93334e-04, 9.80739e-02
0.035, 3.26250e-02, -1.44933e-02, -1.62982e-02, -5.35177e-03, 4.48705e-04, 3.62280e-03, 3.39945e-02, 9.80999e-01, -4.17143e-01, -4.59429e-01, -1.22978e-01, 6.59816e-04, 9.80597e-02
0.0351, 3.27231e-02, -1.45350e-02, -1.63442e-02, -5.36406e-03, 4.48768e-04, 3.63261e-03, 3.40935e-02, 9.81031e-01, -4.17015e-01, -4.59309e-01, -1.22881e-01, 6.26557e-04, 9.80456e-02
0.0352, 3.28212e-02, -1.45767e-02, -1.63901e-02, -5.37634e-03, 4.48827e-04, 3.64241e-03, 3.41926e-02, 9.81063e-01, -4.16886e-01, -4.59189e-01, -1.22784e-01, 5.93557e-04, 9.80318e-02
0.0353, 3.29193e-02, -1.46183e-02, -1.64360e-02, -5.38860e-03, 4.48883e-04, 3.65221e-03, 3.42916e-02, 9.81095e-01, -4.16758e-01, -4.59069e-01, -1.22688e-01, 5.60814e-04, 9.80182e-02
0.0354, 3.30175e-02, -1.46600e-02, -1.64819e-02, -5.40086e-03, 4.48936e-04, 3.66201e-03, 3.43906e-02, 9.81127e-01, -4.16630e-01, -4.58949e-01, -1.22592e-01, 5.28328e-04, 9.80049e-02
0.0355, 3.31156e-02, -1.47016e-02, -1.65278e-02, -5.41311e-03, 4.48986e-04, 3.67181e-03, 3.44895e-02, 9.81159e-01, -4.16502e-01, -4.58829e-01, -1.22496e-01, 4.96097e-04, 9.79917e-02
0.0356, 3.32137e-02, -1.47433e-02, -1.65736e-02, -5.42535e-03, 4.49032e-04, 3.68161e-03, 3.45885e-02, 9.81190e-01, -4.16374e-01, -4.58709e-01, -1.22401e-01, 4.64120e-04, 9.79788e-02
0.0357, 3.33118e-02, -1.47849e-02, -1.66195e-02, -5.43758e-03, 4.49075e-04, 3.69140e-03, 3.46875e-02, 9.81222e-01, -4.16246e-01, -4.58589e-01, -1.22307e-01, 4.32397e-04, 9.79661e-02
0.0358, 3.34099e-02, -1.48265e-02, -1.66653e-02, -5.44981e-03, 4.49115e-04, 3.70120e-03, 3.47865e-02, 9.81254e-01, -4.16118e-01, -4.58470e-01, -1.22213e-01, 4.00926e-04, 9.79536e-02
0.0359, 3.35081e-02, -1.48681e-02, -1.67112e-02, -5.46202e-03, 4.49152e-04, 3.71099e-03, 3.48854e-02, 9.81286e-01, -4.15990e-01, -4.58350e-01, -1.22119e-01, 3.69705e-04, 9.79413e-02
0.036, 3.36062e-02, -1.49097e-02, -1.67570e-02, -5.47422e-03, 4.49186e-04, 3.72079e-03, 3.49843e-02, 9.81317e-01, -4.15862e-01, -4.58230e-01, -1.22025e-01, 3.38735e-04, 9.79292e-02
0.0361, 3.37043e-02, -1.49513e-02, -1.68028e-02, -5.48641e-03, 4.49217e-04, 3.73058e-03, 3.50833e-02, 9.81349e-01, -4.15734e-01, -4.58110e-01, -1.21932e-01, 3.08014e-04, 9.79173e-02
0.0362, 3.38025e-02, -1.49928e-02, -1.68486e-02, -5.49860e-03, 4.49245e-04, 3.74037e-03, 3.51822e-02, 9.81381e-01, -4.15607e-01, -4.57990e-01, -1.21840e-01, 2.77541e-04, 9.79056e-02
0.0363, 3.39006e-02, -1.50344e-02, -1.68944e-02, -5.51077e-03, 4.49270e-04, 3.75016e-03, 3.52811e-02, 9.81412e-01, -4.15479e-01, -4.57870e-01, -1.21747e-01, 2.47314e-04, 9.78942e-02
0.0364, 3.39988e-02, -1.50759e-02, -1.69402e-02, -5.52294e-03, 4.49291e-04, 3.75995e-03, 3.53800e-02, 9.81444e-01, -4.15352e-01, -4.57750e-01, -1.21656e-01, 2.17333e-04, 9.78829e-02
0.0365, 3.40969e-02, -1.51174e-02, -1.69859e-02, -5.53509e-03, 4.49310e-04, 3.76973e-03, 3.54789e-02, 9.81476e-01, -4.15224e-01, -4.57630e-01, -1.21564e-01, 1.87597e-04, 9.78719e-02
0.0366, 3.41951e-02, -1.51590e-02, -1.70317e-02, -5.54724e-03, 4.49326e-04, 3.77952e-03, 3.55778e-02, 9.81507e-01, -4.15097e-01, -4.57511e-01, -1.21473e-01, 1.58105e-04, 9.78610e-02
0.0367, 3.42932e-02, -1.52005e-02, -1.70774e-02, -5.55938e-03, 4.49339e-04, 3.78931e-03, 3.56767e-02, 9.81539e-01, -4.14970e-01, -4.57391e-01, -1.21382e-01, 1.28855e-04, 9.78504e-02
0.0368, 3.43914e-02, -1.52419e-02, -1.71231e-02, -5.57151e-03, 4.49349e-04, 3.79909e-03, 3.57756e-02, 9.81570e-01, -4.14842e-01, -4.57271e-01, -1.21292e-01, 9.98468e-05, 9.78400e-02
0.0369, 3.44895e-02, -1.52834e-02, -1.71689e-02, -5.58363e-03, 4.49356e-04, 3.80887e-03, 3.58744e-02, 9.81602e-01, -4.14715e-01, -4.57151e-01, -1.21202e-01, 7.10790e-05, 9.78297e-02
0.037, 3.45877e-02, -1.53249e-02, -1.72146e-02, -5.59574e-03, 4.49360e-04, 3.81865e-03, 3.59733e-02, 9.81633e-01, -4.14588e-01, -4.57031e-01, -1.21112e-01, 4.25506e-05, 9.78197e-02
0.0371, 3.46859e-02, -1.53663e-02, -1.72603e-02, -5.60784e-03, 4.49362e-04, 3.82843e-03, 3.60721e-02, 9.81665e-01, -4.14461e-01, -4.56911e-01, -1.21023e-01, 1.42606e-05, 9.78099e-02
0.0372, 3.47840e-02, -1.54077e-02, -1.73059e-02, -5.61994e-03, 4.49360e-04, 3.83821e-03, 3.61710e-02, 9.81696e-01, -4.14335e-01, -4.56792e-01, -1.20934e-01, -1.37921e-05, 9.78002e-02
0.0373, 3.48822e-02, -1.54492e-02, -1.73516e-02, -5.63202e-03, 4.49356e-04, 3.84799e-03, 3.62698e-02, 9.81728e-01, -4.14208e-01, -4.56672e-01, -1.20846e-01, -4.16086e-05, 9.77908e-02
0.0374, 3.49804e-02, -1.54906e-02, -1.73973e-02, -5.64410e-03, 4.49349e-04, 3.85777e-03, 3.63686e-02, 9.81759e-01, -4.14081e-01, -4.56552e-01, -1.20757e-01, -6.91898e-05, 9.77816e-02
0.0375, 3.50786e-02, -1.55320e-02, -1.74429e-02, -5.65616e-03, 4.49339e-04, 3.86755e-03, 3.64674e-02, 9.81791e-01, -4.13954e-01, -4.56432e-01, -1.20670e-01, -9.65368e-05, 9.77725e-02
0.0376, 3.51767e-02, -1.55734e-02, -1.74885e-02, -5.66822e-03, 4.49327e-04, 3.87733e-03, 3.65662e-02, 9.81822e-01, -4.13828e-01, -4.56312e-01, -1.20582e-01, -1.23651e-04, 9.77637e-02
0.0377, 3.52749e-02, -1.56147e-02, -1.75341e-02, -5.68027e-03, 4.49312e-04, 3.88710e-03, 3.66650e-02, 9.81853e-01, -4.13701e-01, -4.56192e-01, -1.20495e-01, -1.50532e-04, 9.77550e-02
0.0378, 3.53731e-02, -1.56561e-02, -1.75798e-02, -5.69231e-03, 4.49294e-04, 3.89688e-03, 3.67638e-02, 9.81885e-01, -4.13575e-01, -4.56073e-01, -1.20408e-01, -1.77183e-04, 9.77465e-02
0.0379, 3.54713e-02, -1.56974e-02, -1.76253e-02, -5.70434e-03, 4.49274e-04, 3.90665e-03, 3.68626e-02, 9.81916e-01, -4.13449e-01, -4.55953e-01, -1.20322e-01, -2.03604e-04, 9.77382e-02
0.038, 3.55695e-02, -1.57388e-02, -1.76709e-02, -5.71637e-03, 4.49251e-04, 3.91642e-03, 3.69614e-02, 9.81947e-01, -4.13323e-01, -4.55833e-01, -1.20236e-01, -2.29796e-04, 9.77302e-02
0.0381, 3.56677e-02, -1.57801e-02, -1.77165e-02, -5.72838e-03, 4.49225e-04, 3.92620e-03, 3.70601e-02, 9.81979e-01, -4.13197e-01, -4.55713e-01, -1.20150e-01, -2.55759e-04, 9.77223e-02
0.0382, 3.57659e-02, -1.58214e-02, -1.77621e-02, -5.74039e-03, 4.49197e-04, 3.93597e-03, 3.71589e-02, 9.82010e-01, -4.13070e-01, -4.55593e-01, -1.20064e-01, -2.81496e-04, 9.77146e-02
0.0383, 3.58641e-02, -1.58627e-02, -1.78076e-02, -5.75239e-03, 4.49167e-04, 3.94574e-03, 3.72576e-02, 9.82041e-01, -4.12945e-01, -4.55474e-01, -1.19979e-01, -3.07007e-04, 9.77070e-02
0.0384, 3.59623e-02, -1.59040e-02, -1.78531e-02, -5.76438e-03, 4.49133e-04, 3.95551e-03, 3.73564e-02, 9.82073e-01, -4.12819e-01, -4.55354e-01, -1.19894e-01, -3.32293e-04, 9.76997e-02
0.0385, 3.60605e-02, -1.59452e-02, -1.78987e-02, -5.77636e-03, 4.49098e-04, 3.96528e-03, 3.74551e-02, 9.82104e-01, -4.12693e-01, -4.55234e-01, -1.19810e-01, -3.57356e-04, 9.76926e-02
0.0386, 3.61587e-02, -1.59865e-02, -1.79442e-02, -5.78833e-03, 4.49059e-04, 3.97504e-03, 3.75538e-02, 9.82135e-01, -4.12567e-01, -4.55114e-01, -1.19726e-01, -3.82195e-04, 9.76856e-02
0.0387, 3.62569e-02, -1.60277e-02, -1.79897e-02, -5.80029e-03, 4.49019e-04, 3.98481e-03, 3.76525e-02, 9.82166e-01, -4.12442e-01, -4.54994e-01, -1.19642e-01, -4.06813e-04, 9.76788e-02
0.0388, 3.63552e-02, -1.60690e-02, -1.80352e-02, -5.81225e-03, 4.48976e-04, 3.99458e-03, 3.77512e-02, 9.82197e-01, -4.12316e-01, -4.54875e-01, -1.19558e-01, -4.31209e-04, 9.76722e-02
0.0389, 3.64534e-02, -1.61102e-02, -1.80806e-02, -5.82420e-03, 4.48930e-04, 4.00435e-03, 3.78499e-02, 9.82229e-01, -4.12191e-01, -4.54755e-01, -1.19475e-01, -4.55386e-04, 9.76658e-02
0.039, 3.65516e-02, -1.61514e-02, -1.81261e-02, -5.83614e-03, 4.48882e-04, 4.01411e-03, 3.79486e-02, 9.82260e-01, -4.12065e-01, -4.54635e-01, -1.19392e-01, -4.79345e-04, 9.76596e-02
0.0391, 3.66498e-02, -1.61926e-02, -1.81716e-02, -5.84807e-03, 4.48832e-04, 4.02388e-03, 3.80473e-02, 9.82291e-01, -4.11940e-01, -4.54515e-01, -1.19310e-01, -5.03085e-04, 9.76535e-02
0.0392, 3.67481e-02, -1.62338e-02, -1.82170e-02, -5.85999e-03, 4.48779e-04, 4.03364e-03, 3.81460e-02, 9.82322e-01, -4.11815e-01, -4.54395e-01, -1.19227e-01, -5.26609e-04, 9.76476e-02
0.0393, 3.68463e-02, -1.62749e-02, -1.82624e-02, -5.87190e-03, 4.48724e-04, 4.04341e-03, 3.82446e-02, 9.82353e-01, -4.11690e-01, -4.54275e-01, -1.19145e-01, -5.49917e-04, 9.76419e-02
0.0394, 3.69446e-02, -1.63161e-02, -1.83078e-02, -5.88381e-03, 4.48667e-04, 4.05317e-03, 3.83433e-02, 9.82385e-01, -4.11565e-01, -4.54156e-01, -1.19064e-01, -5.73020e-04, 9.76364e-02
0.0395, 3.70428e-02, -1.63572e-02, -1.83532e-02, -5.89571e-03, 4.48607e-04, 4.06293e-03, 3.84419e-02, 9.82416e-01, -4.11440e-01, -4.54036e-01, -1.18983e-01, -5.95893e-04, 9.76311e-02
0.0396, 3.71410e-02, -1.63984e-02, -1.83986e-02, -5.90760e-03, 4.48545e-04, 4.07270e-03, 3.85406e-02, 9.82447e-01, -4.11315e-01, -4.53916e-01, -1.18901e-01, -6.18558e-04, 9.76259e-02
0.0397, 3.72393e-02, -1.64395e-02, -1.84440e-02, -5.91948e-03, 4.48481e-04, 4.08246e-03, 3.86392e-02, 9.82478e-01, -4.11190e-01, -4.53796e-01, -1.18821e-01, -6.41012e-04, 9.76209e-02
0.0398, 3.73375e-02, -1.64806e-02, -1.84894e-02, -5.93136e-03, 4.48415e-04, 4.09222e-03, 3.87378e-02, 9.82508e-01, -4.11066e-01, -4.53676e-01, -1.18740e-01, -6.63255e-04, 9.76161e-02
0.0399, 3.74358e-02, -1.65217e-02, -1.85347e-02, -5.94322e-03, 4.48346e-04, 4.10198e-03, 3.88364e-02, 9.82539e-01, -4.10941e-01, -4.53556e-01, -1.18660e-01, -6.85289e-04, 9.76114e-02
0.04, 3.75340e-02, -1.65628e-02, -1.85801e-02, -5.95508e-03, 4.48276e-04, 4.11174e-03, 3.89350e-02, 9.82570e-01, -4.10817e-01, -4.53436e-01, -1.18580e-01, -7.07114e-04, 9.76069e-02
0.0401, 3.76323e-02, -1.66038e-02, -1.86254e-02, -5.96693e-03, 4.48203e-04, 4.12150e-03, 3.90336e-02, 9.82601e-01, -4.10692e-01, -4.53317e-01, -1.18500e-01, -7.28732e-04, 9.76026e-02
0.0402, 3.77306e-02, -1.66449e-02, -1.86707e-02, -5.97877e-03, 4.48128e-04, 4.13126e-03, 3.91322e-02, 9.82632e-01, -4.10568e-01, -4.53197e-01, -1.18421e-01, -7.50143e-04, 9.75985e-02
0.0403, 3.78288e-02, -1.66859e-02, -1.87160e-02, -5.99061e-03, 4.48051e-04, 4.14102e-03, 3.92308e-02, 9.82663e-01, -4.10444e-01, -4.53077e-01, -1.18342e-01, -7.71348e-04, 9.75945e-02
0.0404, 3.79271e-02, -1.67270e-02, -1.87613e-02, -6.00243e-03, 4.47971e-04, 4.15078e-03, 3.93294e-02, 9.82694e-01, -4.10320e-01, -4.52957e-01, -1.18263e-01, -7.92348e-04, 9.75907e-02
0.0405, 3.80254e-02, -1.67680e-02, -1.88066e-02, -6.01425e-03, 4.47890e-04, 4.16054e-03, 3.94279e-02, 9.82725e-01, -4.10196e-01, -4.52837e-01, -1.18185e-01, -8.13144e-04, 9.75871e-02
0.0406, 3.81237e-02, -1.68090e-02, -1.88519e-02, -6.02606e-03, 4.47807e-04, 4.17030e-03, 3.95265e-02, 9.82756e-01, -4.10072e-01, -4.52717e-01, -1.18107e-01, -8.33737e-04, 9.75836e-02
0.0407, 3.82219e-02, -1.68500e-02, -1.88972e-02, -6.03786e-03, 4.47721e-04, 4.18006e-03, 3.96250e-02, 9.82787e-01, -4.09948e-01, -4.52597e-01, -1.18029e-01, -8.54129e-04, 9.75803e-02
0.0408, 3.83202e-02, -1.68910e-02, -1.89424e-02, -6.04966e-03, 4.47634e-04, 4.18981e-03, 3.97236e-02, 9.82818e-01, -4.09824e-01, -4.52477e-01, -1.17951e-01, -8.74319e-04, 9.75772e-02
